age,health,Health1,Health2,Health3,Health4,Health5,Death
85,3,0.00832871,0.12643008,0.62721504,0.15390387,0.02582224,0.05830006
85,4,0.00495219,0.02415260,0.14205092,0.59425449,0.13134993,0.10323987
85,5,0.00252121,0.00659054,0.04053933,0.15927371,0.57268384,0.21839137
85,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
86,1,0.56664910,0.28003100,0.07491673,0.03122098,0.01514687,0.03203532
86,2,0.05088531,0.62174404,0.22006864,0.04263663,0.02353221,0.04113317
86,3,0.00819050,0.12436351,0.62160011,0.15457376,0.02652262,0.06474950
86,4,0.00497800,0.02392233,0.13945465,0.58752187,0.13188149,0.11224166
86,5,0.00306301,0.00663610,0.04106411,0.15602667,0.56301507,0.23019503
86,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
87,1,0.55708086,0.28008703,0.07729843,0.03362124,0.01640977,0.03550267
87,2,0.04952235,0.61287881,0.22078607,0.04438535,0.02606992,0.04635750
87,3,0.00804794,0.12222967,0.61552660,0.15511832,0.02721949,0.07185798
87,4,0.00499935,0.02367252,0.13678021,0.58033258,0.13229371,0.12192163
87,5,0.00371734,0.00667498,0.04155220,0.15268599,0.55293071,0.24243878
87,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
88,1,0.54716890,0.27988460,0.07968226,0.03617263,0.01776155,0.03933006
88,2,0.04813809,0.60341544,0.22124019,0.04615037,0.02884666,0.05220925
88,3,0.00790071,0.12002387,0.60896153,0.15552410,0.02790942,0.07968036
88,4,0.00501586,0.02340229,0.13402521,0.57266785,0.13257679,0.13231200
88,5,0.00450642,0.00670659,0.04199909,0.14924985,0.54242011,0.25511793
88,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
89,1,0.53690058,0.27940510,0.08205818,0.03887906,0.01920563,0.04355144
89,2,0.04673072,0.59331350,0.22140242,0.04792220,0.03187699,0.05875415
89,3,0.00774851,0.11774143,0.60187129,0.15577690,0.02858857,0.08827330
89,4,0.00502713,0.02311083,0.13118766,0.56451036,0.13272082,0.14344320
89,5,0.00545645,0.00673028,0.04239992,0.14571623,0.53147171,0.26822540
89,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
90,1,0.52626397,0.27862939,0.08441497,0.04174349,0.02074501,0.04820317
90,2,0.04529854,0.58253239,0.22124260,0.04968970,0.03517444,0.06606234
90,3,0.00759105,0.11537784,0.59422206,0.15586184,0.02925266,0.09769455
90,4,0.00503277,0.02279739,0.12826609,0.55584464,0.13271591,0.15534320
90,5,0.00659824,0.00674534,0.04274938,0.14208279,0.52007267,0.28175158
90,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
91,1,0.51524801,0.27753801,0.08674011,0.04476769,0.02238214,0.05332405
91,2,0.04383999,0.57103211,0.22072917,0.05143996,0.03875089,0.07420789
91,3,0.00742805,0.11292879,0.58598045,0.15576351,0.02989699,0.10800220
91,4,0.00503240,0.02246131,0.12525965,0.54665757,0.13255233,0.16803675
91,5,0.00796783,0.00675100,0.04304161,0.13834677,0.50820853,0.29568425
91,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
92,1,0.50384289,0.27611127,0.08901979,0.04795199,0.02411881,0.05895525
92,2,0.04235378,0.55877430,0.21982959,0.05315820,0.04261589,0.08326824
92,3,0.00725925,0.11039037,0.57711411,0.15546617,0.03051644,0.11925366
92,4,0.00502562,0.02210205,0.12216817,0.53693890,0.13222066,0.18154459
92,5,0.00960714,0.00674644,0.04327020,0.13450494,0.49586276,0.31000852
92,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
93,1,0.49204037,0.27432954,0.09123888,0.05129505,0.02595594,0.06514021
93,2,0.04083891,0.54572343,0.21851078,0.05482772,0.04677586,0.09332330
93,3,0.00708443,0.10775915,0.56759258,0.15495390,0.03110547,0.13150447
93,4,0.00501209,0.02171922,0.11899231,0.52668181,0.13171196,0.19588262
93,5,0.01156454,0.00673072,0.04342803,0.13055344,0.48301646,0.32470681
93,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
94,1,0.47983416,0.27217351,0.09338093,0.05479350,0.02789346,0.07192444
94,2,0.03929480,0.53184824,0.21673973,0.05642987,0.05123314,0.10445422
94,3,0.00690343,0.10503237,0.55738823,0.15421093,0.03165816,0.14480688
94,4,0.00499147,0.02131255,0.11573361,0.51588339,0.13101797,0.21106102
94,5,0.01389546,0.00670284,0.04350723,0.12648774,0.46964791,0.33975882
94,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
95,1,0.46722033,0.26962445,0.09542816,0.05844170,0.02993011,0.07935525
95,2,0.03772136,0.51712343,0.21448432,0.05794411,0.05598498,0.11674181
95,3,0.00671610,0.10220812,0.54647728,0.15322198,0.03216827,0.15920823
95,4,0.00496344,0.02088200,0.11239459,0.50454523,0.13013133,0.22708341
95,5,0.01666267,0.00666167,0.04349905,0.12230258,0.45573240,0.35514163
95,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
96,1,0.45419780,0.26666463,0.09736159,0.06223137,0.03206321,0.08748141
96,2,0.03611912,0.50153148,0.21171423,0.05934813,0.06102243,0.13026460
96,3,0.00652242,0.09928552,0.53484099,0.15197258,0.03262933,0.17474916
96,4,0.00492774,0.02042770,0.10897886,0.49267391,0.12904577,0.24394602
96,5,0.01993635,0.00660597,0.04339381,0.11799195,0.44124219,0.37082973
96,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
97,1,0.44076882,0.26327772,0.09916109,0.06615130,0.03428847,0.09635261
97,2,0.03448931,0.48506475,0.20840211,0.06061810,0.06632925,0.14509649
97,3,0.00632238,0.09626489,0.52246685,0.15044954,0.03303467,0.19146166
97,4,0.00488416,0.01995004,0.10549111,0.48028142,0.12775633,0.26163694
