age,health,Health1,Health2,Health3,Health4,Health5,Death
94,5,0.04669942,0.00453506,0.03293149,0.11340345,0.47112252,0.33130806
94,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
95,1,0.32636886,0.26966759,0.07239508,0.08046654,0.15185026,0.09925168
95,2,0.03579069,0.36243192,0.12468914,0.16721442,0.17980923,0.13006460
95,3,0.01500331,0.08654806,0.43686726,0.13240757,0.07315838,0.25601542
95,4,0.00552539,0.06452726,0.09011014,0.50061433,0.07727880,0.26194409
95,5,0.05082586,0.00421729,0.03326572,0.10917539,0.45949900,0.34301675
95,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
96,1,0.31337432,0.26460144,0.07091119,0.08081431,0.16401471,0.10628403
96,2,0.03362055,0.34321950,0.11791890,0.16791432,0.19603753,0.14128920
96,3,0.01458094,0.08339897,0.42218126,0.12895885,0.07564851,0.27523147
96,4,0.00534736,0.06523349,0.08724291,0.49031694,0.07563967,0.27621963
96,5,0.05522882,0.00391555,0.03354982,0.10493759,0.44744861,0.35491961
96,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
97,1,0.30020130,0.25903004,0.06929710,0.08097589,0.17674395,0.11375172
97,2,0.03144150,0.32357970,0.11102019,0.16786708,0.21277974,0.15331178
97,3,0.01413706,0.08017508,0.40702750,0.12530397,0.07803907,0.29531732
97,4,0.00516907,0.06587102,0.08436903,0.47967489,0.07394953,0.29096645
97,5,0.05991209,0.00362926,0.03377935,0.10069436,0.43498015,0.36700478
97,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
98,1,0.28688002,0.25295697,0.06755444,0.08093973,0.18999618,0.12167267
98,2,0.02926598,0.30363499,0.10403556,0.16703389,0.22987015,0.16615943
98,3,0.01367295,0.07688606,0.39145163,0.12145295,0.08030698,0.31622943
98,4,0.00499076,0.06643533,0.08149236,0.46870323,0.07221079,0.30616753
98,5,0.06487667,0.00335792,0.03394984,0.09645051,0.42210555,0.37925951
98,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
99,1,0.27344526,0.24639138,0.06568634,0.08069565,0.20371713,0.13006424
99,2,0.02710732,0.28352161,0.09701199,0.16538931,0.24711475,0.17985502
99,3,0.01319018,0.07354301,0.37550694,0.11741857,0.08242901,0.33791229
99,4,0.00481268,0.06692211,0.07861702,0.45741960,0.07042625,0.32180234
99,5,0.07012026,0.00310101,0.03405689,0.09221144,0.40884015,0.39167025
99,0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
